VIN,Date Time,Odometer,Miles Driven,Fuel Type,Units,Price Per Unit,Total Amount,Non-Fuel Transaction
3N6CM0KN3KK701263,7/8/2022,"40,440",295,Regular,21,$3.96,$83.73,No
3N6CM0KN3KK701263,7/14/2022,"40,730",290,Regular,20,$3.90,$79.80,No
1N6BF0KM1JN812318,7/1/2022,"117,570",280,Regular,18,$4.84,$85.43,No
1N6BF0KM1JN812318,7/6/2022,"117,811",241,Regular,15,$4.70,$70.33,No
1N6BF0KM1JN812318,7/7/2022,0,263,Regular,17,$4.70,$79.51,No
1N6BF0KM1JN812318,7/11/2022,"118,300",240,Regular,15,$4.60,$71.13,No
1N6BF0KM1JN812318,7/13/2022,"118,558",258,Regular,17,$4.40,$74.15,No
3C6TRVNG3KE544306,7/5/2022,"75,084",341,Regular,10,$4.86,$50.00,No
3C6TRVNG3KE544306,7/7/2022,"75,342",258,Regular,18,$4.67,$83.15,No
3C6TRVNG3KE544306,7/8/2022,"75,582",240,Regular,9,$4.77,$43.47,No
3C6TRVNG9KE543967,7/5/2022,"71,300",300,Regular,19,$5.00,$95.00,No
3C6TRVNG9KE543967,7/6/2022,"71,700",400,Regular,20,$4.90,$100.00,No
3C6TRVNG9KE543967,7/10/2022,"71,985",285,Regular,15,$5.10,$78.00,No
3C6TRVNG9KE543967,7/11/2022,"72,900",304,Regular,17,$4.25,$72.00,No
3C6TRVNG1KE533160,7/8/2022,"87,309",306,Regular,18,$4.20,$74.71,No
3C6TRVNG1KE533160,7/13/2022,"87,674",365,Regular,20,$4.76,$93.57,No
3C6TRVNG5KE533159,7/5/2022,"72,429",314,Regular,21,$5.70,$120.78,No
,,,,,,,,
3C6TRVNG5KE533159,7/13/2022,"73,025",337,Regular,20,$4.50,$89.03,No
3C6TRVNG0KE536664,7/5/2022,"64,288",211,Regular,16,$6.30,$99.37,No
3C6TRVNG0KE536664,7/7/2022,"64,512",224,Regular,14,$6.30,$89.33,No
3C6TRVNG0KE536664,7/7/2022,"64,678",166,Regular,11,$6.10,$64.69,No
3C6TRVNG0KE536664,7/8/2022,"64,864",186,Regular,13,$6.30,$79.26,No
3C6TRVNG0KE536664,7/12/2022,"65,033",169,Regular,11,$6.10,$65.24,No
3C6TRVNG0KE536664,7/13/2022,"65,130",97,Regular,6,$6.10,$39.15,No
3C6TRVNG0KE536664,7/14/2022,"65,286",156,Regular,10,$6.00,$58.20,No
2C4RDGBG2KR524502,7/12/2022,"110,102",312,Regular,17,$3.80,$64.09,No
3C6TRVNG9KE533164,7/1/2022,"82,797",321,Regular,19,$4.90,$95.02,No
2C4RDGBG9JR255980,7/6/2022,"87,311",391,Regular,17,$4.32,$75.50,No
2C4RDGBG9JR255980,7/8/2022,"87,704",393,Regular,16,$4.15,$68.00,No
2C4RDGBG9JR255980,7/11/2022,"88,171",467,Regular,17,$3.93,$68.44,No
2C4RDGBG9JR255980,7/14/2022,"88,514",343,Regular,16,$4.60,$75.49,No
2C4RDGBG2KR524502,7/5/2022,"109,790",285,Regular,15,$3.93,$57.90,No
2C4RDGBG2KR649158,7/8/2022,"81,446",232,Regular,13,$4.70,$59.74,No
2C4RDGBG2KR649158,7/12/2022,"81,779",333,Regular,14,$4.70,$65.30,No
1N4BL4DV0KC154468,7/6/2022,0,502,Regular,15,$4.30,$63.71,No
1N4BL4DV0KC154468,7/13/2022,"109,813",460,Regular,14,$4.37,$59.35,No
1N4BL4DV7KC155990,7/3/2022,"53,357",439,Regular,15,$4.74,$70.00,No
1N4BL4DV7KC155990,7/8/2022,"53,667",310,Regular,10,$4.90,$49.01,No
2C4RDGBG0KR558812,7/1/2022,"84,915",335,Regular,14,$4.80,$67.25,No
2C4RDGBG0KR558812,7/7/2022,"85,283",368,Regular,15,$4.90,$74.75,No
1N6BF0KM3JN815463,7/5/2022,"73,362",287,Regular,19,$6.30,$120.01,No
1N6BF0KM3JN815463,7/8/2022,"73,695",333,Regular,21,$6.40,$135.65,No
2C4RDGBG5KR524929,7/6/2022,"71,156",295,Regular,17,$4.60,$78.47,No
2C4RDGBG5KR524929,7/13/2022,"71,641",485,Regular,17,$4.73,$80.00,No
2C4RDGBG8KR586048,7/11/2022,"39,387",189,Regular,12,$6.10,$71.07,No
2C4RDGBG8KR586048,7/14/2022,"39,586",199,Regular,12,$6.16,$71.15,No
2C4RDGBG2KR649158,7/1/2022,"80,974",171,Regular,9,$4.86,$42.85,No
2C4RDGBG2KR649158,7/6/2022,"81,214",240,Regular,12,$4.86,$58.27,No
2C4RDGBG5KR546686,7/13/2022,"110,721",383,Regular,18,$6.08,$106.69,No
2C4RDGBG0KR649157,7/5/2022,"101,102",414,Regular,17,$4.90,$82.51,No
2C4RDGBG0KR649157,7/9/2022,"101,962",177,Regular,8,$4.88,$40.00,No
,,,,,,,,
2C4RDGBG0KR649157,7/12/2022,"101,674",332,Regular,15,$4.90,$75.05,No
2C4RDGBG5KR546686,7/5/2022,"110,008",346,Regular,15,$6.50,$100.34,No
2C4RDGBG5KR546686,7/8/2022,"103,624",368,Regular,17,$6.00,$101.23,No
2C4RDGBG4KR586659,7/5/2022,0,256,Regular,16,$4.30,$66.74,No
2C4RDGBG3KR546525,7/6/2022,"58,405",352,Regular,15,$6.60,$99.64,No
2C4RDGBG3KR546525,7/11/2022,"58,693",288,Regular,17,$6.10,$105.26,No
2C4RDGBG3KR546525,7/14/2022,"59,038",345,Regular,17,$6.08,$103.77,No
2C4RDGBG2KR573442,7/1/2022,"97,600",356,Regular,17,$6.48,$110.69,No
2C4RDGBG2KR573442,7/6/2022,"97,939",339,Regular,17,$6.30,$104.66,No
2C4RDGBG2KR573442,7/10/2022,"98,338",399,Regular,19,$6.10,$116.38,No
2C4RDGBG2KR573442,7/13/2022,"98,812",474,Regular,18,$5.70,$100.83,No
,,,,,,,,
3C6TRVNG8KE505498,7/1/2022,"97,258",123,Regular,10,$4.34,$42.53,No
3C6TRVNG8KE505498,7/6/2022,"97,632",374,Regular,20,$4.80,$94.21,No
2C4RDGBG2KR573473,7/1/2022,"91,589",179,Regular,10,$4.63,$44.90,No
3C6TRVNG8KE505498,7/8/2022,"97,883",251,Regular,14,$4.80,$69.19,No
3C6TRVNG8KE505498,7/12/2022,"98,518",635,Regular,16,$4.76,$74.09,No
2C4RDGBG2KR573473,7/6/2022,"91,866",277,Regular,12,$4.58,$53.00,No
2C4RDGBG2KR573473,7/8/2022,"92,162",296,Regular,13,$4.95,$65.01,No
2C4RDGBG2KR573473,7/12/2022,"92,384",222,Regular,10,$4.54,$46.01,No
1N6BF0LY8JN815346,7/5/2022,"60,906",296,Regular,17,$4.89,$84.86,No
1N6BF0LY8JN815346,7/8/2022,"61,321",415,Regular,23,$4.80,$111.58,No
1N6BF0LY8JN815346,7/12/2022,56,169,Regular,11,$4.80,$51.84,No
2C4RDGBG4KR547389,7/12/2022,"57,462",283,Regular,12,$5.13,$63.99,No
2C4RDGBG4KR586659,7/7/2022,"86,125",255,Regular,15,$4.26,$65.70,No
2C4RDGBG4KR586659,7/13/2022,"868,070",265,Regular,16,$4.06,$65.21,No
2C4RDGBG0KR586660,7/7/2022,"75,786",354,Regular,17,$4.28,$73.71,No
2C4RDGBG0KR586660,7/12/2022,"76,166",380,Regular,16,$4.29,$69.50,No
,,,,,,,,
1N4BL4DV0KC169150,7/7/2022,"102,818",352,Regular,12,$5.00,$59.61,No
1N4BL4DV0KC169150,7/13/2022,"103,201",383,Regular,14,$4.64,$64.23,No
1FTYE1ZM0HKA20443,7/5/2022,"122,355",361,Regular,21,$4.66,$97.19,No
1FTYE1ZM0HKA20443,7/7/2022,"122,763",408,Regular,22,$4.56,$100.44,No
1FTYE1ZM0HKA20443,7/12/2022,"123,163",400,Regular,21,$4.56,$94.26,No
1FTYE9ZM3GKB06214,7/8/2022,"187,214",342,Regular,21,$4.60,$97.59,No
1FTYE9ZM3GKB06214,7/12/2022,"187,214",277,Regular,17,$4.60,$79.05,No
3N6CM0KN1KK696600,7/5/2022,"86,043",205,Regular,11,$6.50,$69.07,No
3N6CM0KN1KK696600,7/7/2022,"86,245",202,Regular,10,$6.00,$57.54,No
3N6CM0KN1KK696600,7/12/2022,"86,444",199,Regular,10,$6.00,$58.31,No
,,,,,,,,
3N6CM0KN1KK696600,7/14/2022,"86,659",215,Regular,10,$6.20,$64.31,No
3N6CM0KN8KK696688,7/4/2022,0,241,Regular,9,$6.18,$57.45,No
3N6CM0KN8KK696688,7/11/2022,"59,569",282,Regular,11,$5.70,$61.98,No
3N6CM0KN8KK696688,7/12/2022,"59,895",326,Regular,11,$5.70,$64.99,No
3N6CM0KN8KK696688,7/13/2022,"60,179",284,Regular,11,$5.60,$63.52,No
3N6CM0KN1KK698847,7/8/2022,"32,205",320,Regular,13,$5.40,$68.41,No
2C4RDGBG3KR559131,7/6/2022,"88,758",294,Other,16,$3.30,$53.66,No
2C4RDGBG3KR559131,7/11/2022,"89,039",281,Other,16,$3.10,$49.39,No
2C4RDGBG3KR559131,7/13/2022,"89,349",310,Other,16,$3.10,$50.20,No
2C4RDGBG7KR547323,7/5/2022,"63,115",302,Regular,11,$4.66,$53.43,No
2C4RDGBG7KR547323,7/6/2022,"63,436",321,Regular,15,$4.66,$71.08,No
2C4RDGBG7KR547323,7/13/2022,"63,782",154,Regular,7,$4.58,$30.00,No
2C4RDGBG7KR547323,7/13/2022,"63,901",119,Regular,13,$4.50,$60.21,No
2C4RDGBG4KR573538,7/1/2022,"60,656",332,Regular,16,$4.50,$73.80,No
,,,,,,,,
1N6BF0KM3KN801001,7/7/2022,"60,987",321,Regular,23,$6.50,$147.82,No
1N6BF0KM3KN801001,7/13/2022,"61,366",379,Regular,24,$5.80,$140.16,No
,,,,,,,,
,,,,,,,,
1N4BL4DV8KC146179,7/2/2022,"55,783",543,Mid-Grade,14,$6.10,$84.88,No
1N4BL4DV8KC146179,7/12/2022,"14,567",460,Regular,14,$6.00,$82.86,No
1N4BL4DV8KC146179,7/14/2022,"15,000",433,Regular,13,$4.96,$66.17,No
1N6BF0KM7KN804077,7/7/2022,"75,249",257,Regular,18,$4.70,$85.00,No
1N6BF0KM7KN804077,7/8/2022,"75,554",305,Regular,20,$4.70,$95.01,No
1N4BL4DW7KC133609,7/6/2022,"41,795",443,Regular,12,$4.86,$60.12,No
1N4BL4DW7KC133609,7/8/2022,"42,119",324,Regular,11,$4.90,$52.00,No
1N6BF0KY1KN805583,7/5/2022,"99,232",377,Regular,23,$4.50,$103.60,No
1N6BF0KY1KN805583,7/12/2022,"99,581",349,Regular,22,$4.50,$98.23,No
1N6BF0KY1KN805616,7/7/2022,"45,456",275,Regular,22,$4.50,$98.09,No
1N6BF0KY1KN805616,7/11/2022,"45,778",322,Regular,14,$4.26,$61.33,No
,,,,,,,,
2C4RDGBGXKR504854,7/1/2022,"64,328",257,Regular,13,$5.05,$63.50,No
2C4RDGBGXKR504854,7/7/2022,"63,890",344,Regular,17,$4.70,$79.00,No
2C4RDGBGXKR504854,7/11/2022,"122,233",299,Regular,15,$4.66,$68.00,No
2C4RDGBGXKR504854,7/12/2022,"122,731",498,Regular,14,$4.69,$67.00,No
2C4RDGBGXKR504854,7/13/2022,"63,245",342,Regular,17,$4.76,$79.50,No
2C4RDGBGXKR504854,7/14/2022,"50,631",260,Regular,13,$4.56,$58.00,No
1N6BF0KM7KN804077,7/6/2022,"74,992",275,Regular,20,$4.76,$94.00,No
2C4RDGBG1KR664606,7/1/2022,"34,459",276,Regular,16,$4.48,$70.47,No
2C4RDGBG1KR664606,7/14/2022,"34,693",234,Regular,15,$4.26,$62.17,No
2C4RDGBG2KR612689,7/5/2022,"76,267",255,Regular,12,$4.80,$57.46,No
2C4RDGBG2KR612689,7/8/2022,"76,565",298,Regular,14,$4.76,$65.41,No
2C4RDGBG2KR612689,7/13/2022,"76,857",292,Regular,15,$4.64,$67.50,No
3N6CM0KN8KK701923,7/6/2022,"50,414",230,Regular,9,$4.60,$41.34,No
1FTMF1CB4KKD33330,7/8/2022,"150,955",313,Regular,15,$4.20,$63.33,No
1FTMF1CB4KKD33330,7/13/2022,"151,269",314,Regular,15,$4.10,$62.97,No
1FTMF1CB4KKD33330,7/14/2022,"151,551",282,Regular,15,$4.00,$60.48,No
3N6CM0KN8KK699087,7/5/2022,"44,772",538,Regular,13,$4.70,$58.98,No
1FTMF1CB4KKD33330,7/1/2022,"150,283",167,Regular,16,$4.50,$72.10,No
1FTMF1CB4KKD33330,7/6/2022,"150,642",359,Regular,18,$4.60,$81.98,No
3C6TRVAG6KE507157,7/12/2022,"128,804",389,Regular,19,$4.69,$91.00,No
3C6TRVAG6KE507157,7/13/2022,"128,944",140,Regular,10,$4.69,$48.11,No
2C4RDGBG7KR634221,7/5/2022,"46,307",354,Regular,15,$4.10,$62.76,No
2C4RDGBG7KR634221,7/7/2022,"46,660",353,Regular,15,$4.00,$58.70,No
1N6BF0KM9KN801293,7/1/2022,"69,609",302,Regular,21,$5.45,$115.68,No
1N6BF0KM9KN801293,7/7/2022,"69,921",312,Regular,23,$4.60,$103.84,No
1N6BF0KM9KN801293,7/13/2022,"70,258",337,Regular,24,$4.43,$106.53,No
3C6TRVBG1KE512961,7/1/2022,0,327,Regular,20,$4.19,$83.95,No
3C6TRVBG1KE512961,7/11/2022,0,154,Regular,9,$4.34,$41.04,No
3C6TRVBG1KE512961,7/12/2022,0,180,Regular,11,$4.08,$45.02,No
3C6TRVBG1KE512961,7/12/2022,0,319,Regular,20,$4.10,$80.19,No
3C6TRVBG1KE512961,7/14/2022,"56,592",323,Regular,20,$3.88,$76.82,No
2C4RDGBG0KR603117,7/6/2022,"100,470",375,Regular,16,$4.80,$78.22,No
2C4RDGBG0KR603117,7/11/2022,"100,852",382,Regular,15,$4.65,$71.12,No
2C4RDGBGXKR643477,7/8/2022,"63,923",314,Regular,15,$4.50,$65.61,No
3C6TRVAG6KE507157,7/7/2022,"128,415",340,Regular,18,$4.80,$87.50,No
1FTYE2CG8HKA64716,7/12/2022,0,318,Regular,19,$4.60,$85.78,No
1FTYE2CG8HKA64716,7/14/2022,"162,768",323,Regular,19,$4.63,$87.83,No
2C4RDGBG0KR615462,7/6/2022,"90,923",378,Regular,16,$4.39,$72.39,No
2C4RDGBG0KR615462,7/11/2022,"91,334",411,Regular,17,$3.90,$67.16,No
2C4RDGBG0KR615462,7/13/2022,"91,693",359,Regular,15,$4.30,$66.14,No
1N6BF0KM8JN811120,7/5/2022,"109,264",625,Regular,21,$4.86,$101.62,No
1N6BF0KM8JN811120,7/8/2022,"109,608",344,Regular,22,$4.56,$98.05,No
1N6BF0KM8JN811120,7/12/2022,"109,905",297,Regular,21,$4.50,$92.38,No
1N4BL4DVXLC118627,7/12/2022,"52,964",425,Regular,12,$4.06,$50.50,No
1N6BF0KM9KN804601,7/1/2022,"49,822",313,Regular,21,$4.86,$101.86,No
1N6BF0KM9KN804601,7/6/2022,"50,129",307,Regular,20,$4.76,$97.20,No
1N6BF0KM9KN804601,7/8/2022,"5,048",349,Regular,23,$4.70,$110.10,No
1N6BF0KM9KN804601,7/13/2022,"50,811",340,Regular,23,$4.64,$105.98,No
1N4BL4DW1LC121022,7/1/2022,"46,261",529,Regular,15,$4.92,$74.01,No
,,,,,,,,
2C4RDGBGXKR503171,7/14/2022,"86,217",335,Regular,11,$4.60,$50.00,No
3C6TRVCG6FE509736,7/6/2022,"101,835",327,Regular,19,$4.76,$89.52,No
3C6TRVNG6KE531808,7/6/2022,"133,944",397,Regular,21,$5.40,$115.04,No
3C6TRVCG6FE509736,7/8/2022,"128,188",328,Regular,19,$4.76,$88.39,No
2C4RDGCG4KR740768,7/3/2022,"50,895",410,Regular,18,$4.85,$85.95,No
2C4RDGCG4KR740768,7/11/2022,"51,201",306,Regular,16,$4.64,$75.00,No
2C4RDGBGXKR503171,7/5/2022,"24,059",116,Regular,6,$4.80,$30.94,No
2C4RDGBGXKR503171,7/7/2022,"85,205",397,Regular,18,$4.85,$86.29,No
,,,,,,,,
2C4RDGBGXKR503171,7/12/2022,"85,882",374,Regular,17,$4.70,$78.73,No
3C6TRVNG6KE531808,7/11/2022,"134,309",365,Regular,20,$5.26,$106.98,No
3C6TRVNG6KE531808,7/13/2022,"134,692",383,Regular,21,$5.00,$106.98,No
3C6TRVNG6KE531808,7/14/2022,"135,048",356,Regular,20,$5.00,$99.44,No
2C4RDGBG1KR615177,7/5/2022,"103,743",384,Regular,18,$4.86,$87.15,No
2C4RDGBG1KR615177,7/7/2022,"104,097",354,Regular,16,$4.56,$71.21,No
2C4RDGBG1KR615177,7/12/2022,"104,470",373,Regular,18,$4.70,$83.25,No
2C4RDGBG1KR615177,7/14/2022,"104,867",397,Regular,18,$4.80,$86.00,No
1N6BF0KM1KN801272,7/6/2022,"26,528",316,Regular,19,$5.07,$97.19,No
1N6BF0KM1KN801272,7/13/2022,"26,930",402,Regular,23,$4.80,$111.76,No
1N6BF0KYXKN803525,7/1/2022,"118,970",334,Regular,21,$4.90,$103.91,No
1N6BF0KYXKN803525,7/5/2022,"119,318",348,Regular,22,$4.85,$106.48,No
1N6BF0KYXKN803525,7/7/2022,"119,700",382,Regular,23,$4.84,$109.94,No
1N6BF0KYXKN803525,7/13/2022,"120,041",341,Regular,22,$4.40,$95.87,No
1N6BF0KY4KN803519,7/5/2022,"107,024",270,Regular,19,$4.90,$95.39,No
1N6BF0KY4KN803519,7/6/2022,"107,265",241,Regular,17,$4.86,$81.21,No
1N6BF0KY4KN803519,7/7/2022,"107,526",261,Regular,18,$4.80,$84.79,No
1N6BF0KY4KN803519,7/11/2022,"107,774",248,Regular,17,$4.70,$81.61,No
1N6BF0KY4KN803519,7/12/2022,"108,054",280,Regular,19,$4.76,$88.34,No
1N6BF0KY4KN803519,7/13/2022,"108,338",284,Regular,19,$4.60,$85.79,No
1N4BL4DV3KC250160,7/6/2022,0,297,Regular,9,$4.16,$37.01,No
1N4BL4DV3KC250160,7/11/2022,"75,157",418,Regular,12,$4.09,$51.07,No
1N4BL4DV3KC250160,7/12/2022,"75,630",473,Regular,13,$4.09,$52.02,No
1N4BL4DV3KC250160,7/13/2022,"76,106",476,Regular,13,$4.09,$51.41,No
2C4RDGBGXKR638392,7/1/2022,"7,800",297,Regular,14,$5.66,$77.56,No
,,,,,,,,
2C4RDGBGXKR638392,7/6/2022,"78,000",349,Regular,16,$5.40,$86.98,No
2C4RDGBGXKR638392,7/7/2022,"48,589",343,Regular,16,$5.38,$85.02,No
2C4RDGBGXKR638392,7/9/2022,"8,000",134,Regular,6,$5.46,$33.70,No
1N6BF0KM2KN801121,7/1/2022,"95,860",362,Regular,22,$4.96,$109.84,No
1N6BF0KM2KN801121,7/7/2022,"96,209",349,Regular,22,$4.96,$110.47,No
1N6BF0KM2KN801121,7/12/2022,"96,506",297,Regular,19,$4.70,$88.86,No
1N4BL4DV3KC250160,7/5/2022,0,329,Regular,10,$4.17,$41.01,No
1FTFW1ET2DFC93985,7/11/2022,"162,733",185,Regular,22,$4.20,$90.31,No
1N6BF0KM5KN807656,7/13/2022,"59,150",314,Regular,22,$6.16,$133.66,No
2C4RDGBG4KR664616,7/5/2022,"51,141",336,Regular,15,$4.96,$72.33,No
2C4RDGBG4KR664616,7/8/2022,"51,425",284,Regular,13,$4.60,$59.58,No
3C6TRVNGXKE503039,7/7/2022,"102,011",340,Mid-Grade,20,$4.98,$97.80,No
3C6TRVNGXKE503039,7/8/2022,"102,341",330,Regular,19,$4.58,$88.27,No
2C4RDGBG4KR664616,7/13/2022,"51,574",149,Regular,16,$4.50,$69.95,No
3N6CM0KN4KK706097,7/6/2022,"27,810",302,Regular,12,$4.85,$59.47,No
1FTFW1ET2DFC93985,7/5/2022,"162,548",417,Regular,24,$4.97,$118.29,No
1N6BF0KM3KN807803,7/12/2022,"83,356",362,Regular,15,$4.56,$70.00,No
2C4RDGBG2KR504038,7/5/2022,"82,723",295,Regular,16,$5.00,$81.44,No
2C4RDGBG2KR504038,7/8/2022,"83,032",309,Regular,13,$4.26,$56.30,No
2C4RDGBG8KR730116,7/11/2022,"33,550",209,Regular,10,$4.76,$47.99,No
1N6BF0KM5KN807656,7/6/2022,"59,100",352,Regular,24,$6.23,$151.65,No
1N6BF0KM3KN807803,7/13/2022,"83,549",193,Regular,22,$4.46,$97.89,No
2C4RDGBG0KR718865,7/8/2022,"88,712",394,Regular,18,$4.28,$75.00,No
3C6TRVBG5KE533120,7/5/2022,"64,000",550,Regular,19,$6.48,$123.22,No
3C6TRVBG5KE533120,7/7/2022,"64,360",360,Regular,22,$6.48,$145.20,No
3C6TRVBG5KE533120,7/13/2022,"94,950",134,Regular,9,$6.00,$55.58,No
3N6CM0KNXKK706539,7/7/2022,"90,157",228,Regular,10,$6.48,$63.12,No
3C6TRVNGXKE503039,7/1/2022,"101,671",175,Regular,10,$4.68,$44.79,No
2C4RDGBG7KR719916,7/1/2022,"87,711",413,Regular,18,$4.10,$73.01,No
2C4RDGBG7KR719916,7/8/2022,"88,131",420,Regular,19,$4.36,$83.57,No
2C4RDGBG7KR719916,7/13/2022,"88,552",421,Regular,18,$3.87,$69.00,No
1N6BF0KM3KN807803,7/8/2022,"82,994",350,Regular,24,$4.56,$107.35,No
1N6BF0LY5KN802832,7/6/2022,"59,216",203,Regular,15,$4.80,$72.18,No
1N6BF0LY5KN802832,7/7/2022,"59,585",369,Regular,25,$4.66,$117.51,No
1N6BF0LY5KN802832,7/14/2022,"59,791",206,Regular,13,$4.70,$62.44,No
2C4RDGBG9KR740847,7/6/2022,"73,427",211,Regular,11,$6.30,$72.07,No
,,,,,,,,
,,,,,,,,
2C4RDGBG9KR740847,7/12/2022,"73,431",347,Regular,17,$6.16,$105.28,No
1N4BL4DV9KC116298,7/6/2022,"41,627",482,Regular,15,$6.36,$94.72,No
1N4BL4DV9KC116298,7/12/2022,"42,233",606,Regular,16,$6.00,$96.99,No
2C4RDGBG1KR713772,7/12/2022,"48,857",344,Regular,16,$4.30,$70.31,No
2C4RDGBG4KR638498,7/1/2022,"9,161",397,Regular,18,$4.32,$77.27,No
2C4RDGBG1KR615129,7/5/2022,"51,821",344,Regular,16,$4.75,$76.63,No
2C4RDGBG1KR615129,7/11/2022,"52,220",399,Regular,16,$4.64,$75.91,No
2C4RDGBG4KR638498,7/6/2022,"92,157",399,Regular,18,$4.40,$78.98,No
2C4RDGBG4KR638498,7/12/2022,"92,434",277,Regular,15,$4.20,$60.88,No
1N6BF0KM3KN807803,7/6/2022,"82,644",357,Regular,24,$4.66,$111.87,No
2C4RDGBG1KR500787,7/5/2022,"52,828",274,Regular,11,$4.90,$55.80,No
2C4RDGBG1KR500787,7/14/2022,"52,033",377,Regular,17,$4.60,$79.65,No
3C6TRVNG0KE539841,7/12/2022,"156,821",307,Regular,18,$4.84,$87.62,No
3C6TRVNG0KE539841,7/13/2022,"157,182",361,Regular,19,$4.77,$91.85,No
2C4RDGBG4KR685191,7/6/2022,"47,661",273,Regular,11,$4.70,$51.05,No
2C4RDGBG4KR685191,7/11/2022,"47,863",202,Regular,12,$4.70,$57.44,No
2C4RDGBG4KR685191,7/12/2022,"48,147",284,Regular,12,$4.70,$57.62,No
1N6BF0KM6KN806855,7/5/2022,"42,529",374,Regular,22,$4.18,$93.84,No
2C4RDGBG9KR713342,7/5/2022,"140,570",387,Regular,17,$4.70,$79.93,No
2C4RDGBG9KR713342,7/7/2022,"140,796",226,Regular,17,$4.86,$83.50,No
2C4RDGBG9KR713342,7/12/2022,"141,476",680,Regular,17,$4.58,$77.96,No
2C4RDGBG9KR713342,7/14/2022,"141,875",399,Regular,18,$4.56,$81.00,No
3N6CM0KN9KK709352,7/5/2022,"83,840",282,Regular,11,$4.57,$51.85,No
3N6CM0KN9KK709352,7/7/2022,"84,071",231,Regular,9,$4.40,$38.97,No
3N6CM0KN9KK709352,7/11/2022,"84,332",261,Regular,11,$4.30,$45.16,No
3N6CM0KN4KK708996,7/13/2022,"108,671",153,Regular,5,$6.08,$30.05,No
3N6CM0KN4KK708996,7/14/2022,"108,829",158,Regular,6,$6.09,$39.33,No
1N6BF0LYXKN804494,7/6/2022,"59,961",450,Regular,14,$4.77,$66.00,No
1N6BF0LYXKN804494,7/11/2022,"60,311",350,Regular,24,$4.77,$116.00,No
1N6BF0LYXKN804494,7/13/2022,"60,530",219,Regular,15,$4.83,$74.01,No
3N6CM0KN9KK709352,7/12/2022,"84,646",314,Regular,12,$4.28,$50.42,No
3N6CM0KN9KK709352,7/14/2022,"84,911",265,Regular,10,$4.24,$43.53,No
3N6CM0KN4KK708996,7/1/2022,"107,542",174,Regular,7,$6.48,$44.52,No
3N6CM0KN4KK708996,7/5/2022,"107,698",156,Regular,6,$6.48,$39.78,No
3N6CM0KN4KK708996,7/6/2022,"107,838",140,Regular,5,$6.48,$35.27,No
3N6CM0KN4KK708996,7/7/2022,"107,962",124,Regular,5,$6.49,$30.76,No
3N6CM0KN4KK708996,7/8/2022,"108,107",145,Regular,5,$6.48,$35.06,No
3N6CM0KN4KK708996,7/11/2022,"108,287",180,Regular,7,$6.18,$43.66,No
3N6CM0KN4KK708996,7/12/2022,"108,518",231,Regular,10,$6.08,$63.41,No
2C4RDGBG9KR713342,7/1/2022,"140,183",422,Regular,18,$4.98,$87.71,No
3C6TRVNG1KE546359,7/5/2022,"53,830",383,Regular,21,$4.60,$96.37,No
3C6TRVNG1KE546359,7/11/2022,"54,217",387,Regular,21,$4.58,$94.00,No
3C6TRVNG1KE546359,7/13/2022,"54,558",341,Regular,18,$4.63,$85.52,No
3C6TRVBG8KE509281,7/5/2022,0,279,Regular,16,$4.83,$75.17,No
3C6TRVBG8KE509281,7/12/2022,"35,555",438,Regular,24,$4.74,$115.43,No
1N6BF0KM4KN801265,7/1/2022,"131,730",319,Regular,21,$4.80,$99.12,No
1N6BF0KM4KN801265,7/11/2022,"132,200",470,Regular,23,$4.26,$97.01,No
1N6BF0KM4KN801265,7/12/2022,"132,477",277,Regular,19,$5.00,$97.01,No
1N6BF0KM4KN801265,7/13/2022,"132,900",423,Regular,21,$4.50,$94.00,No
1N6BF0KM9KN801018,7/11/2022,"98,705",354,Regular,22,$4.10,$91.28,No
1N6BF0KM9KN801018,7/12/2022,"99,041",336,Regular,22,$4.33,$95.24,No
1N6BF0KM9KN801018,7/13/2022,"99,387",346,Regular,21,$4.10,$87.21,No
2C4RDGBG4KR757054,7/4/2022,"88,212",314,Regular,11,$4.93,$55.02,No
2C4RDGBG4KR757054,7/6/2022,"88,387",175,Regular,15,$4.90,$71.84,No
2C4RDGBG4KR757054,7/10/2022,"88,709",322,Regular,15,$4.93,$75.19,No
2C4RDGBG4KR757054,7/12/2022,"89,051",342,Regular,17,$4.93,$82.68,No
2C4RDGBG0KR596444,7/2/2022,"98,814",357,Regular,17,$4.76,$79.84,No
2C4RDGBG0KR596444,7/10/2022,"99,205",391,Regular,16,$4.48,$73.16,No
2C4RDGBG2KR788951,7/5/2022,"134,512",389,Regular,16,$4.80,$78.07,No
1N6BF0KM9KN801018,7/5/2022,"97,639",307,Regular,19,$4.20,$79.73,No
1N6BF0KM9KN801018,7/6/2022,"98,012",373,Regular,23,$4.50,$103.24,No
1N6BF0KM9KN801018,7/7/2022,"98,351",339,Regular,23,$4.40,$99.33,No
2C4RDGBG0KR596444,7/12/2022,"99,515",310,Regular,13,$4.30,$53.77,No
3N6CM0KN7KK710984,7/6/2022,"75,188",252,Regular,8,$4.79,$39.90,No
3N6CM0KN7KK710984,7/13/2022,"75,498",310,Regular,11,$4.70,$50.76,No
2C4RDGBG4KR788949,7/11/2022,"37,791",404,Regular,18,$4.96,$89.05,No
2C4RDGBG0KR788950,7/5/2022,"60,236",394,Regular,16,$4.90,$80.20,No
